,1-5_a,10-12_a,11-12_a,4-9_a,6-11_a,6-9-2_a,6-9_a,8-10_a,9-11_a,9-10_a,5-6_a,1-5_b,10-12_b,11-12_b,4-9_b,6-11_b,6-9-2_b,6-9_b,8-10_b,9-11_b,9-10_b,5-6_b,sea_a,sea_b
2066,15978000,513000000,260300000,65947000,325030000,99770000,85252100,24304500,310200000,0,114029000,0,0,0,0,0,0,0,0,0,42225000,0,828260000,0
2067,15915000,433100000,203100000,65483000,290610000,86210000,78819800,25783100,258000000,0,100281000,0,0,0,0,0,0,0,0,0,29191000,0,662010000,0
2068,11602000,217600000,104500000,39657000,151700000,40020000,46284700,22820000,151700000,0,53431000,0,0,0,0,0,0,0,0,0,17364000,0,307000000,0
2069,0,0,0,0,0,0,0,10052900,0,0,0,1447000,136900000,85700000,19588000,92600000,47530000,25598000,0,47900000,1640000,27664000,0,280180000
2070,0,0,0,0,0,0,0,0,0,24408000,0,11262000,511600000,211100000,50041000,275230000,95170000,67483400,16318300,266300000,0,86364000,0,804850000
2071,0,0,0,0,0,0,0,0,0,21249000,0,11399000,593800000,234000000,53693000,319440000,97160000,74555400,23531400,303400000,0,99751000,0,906884000
2072,0,0,0,0,0,0,0,0,0,15760000,0,10712000,518200000,177400000,48526000,264850000,83030000,65928200,23838800,260900000,0,87885000,0,755169000
2073,0,0,0,0,0,0,0,0,0,8763000,0,9453000,409400000,138500000,40676000,197710000,67740000,52877000,21757000,212200000,0,69278000,0,590456000
2074,0,0,0,0,0,0,0,0,0,812000,0,7962000,250300000,73200000,32540000,122390000,47950000,39513000,18370000,141200000,0,50176000,0,319119000
2075,0,25200000,70300000,0,18530000,590000,0,0,13200000,0,0,5502000,0,0,14024000,0,0,9410000,10713000,0,19108000,5296000,146564000,0
2076,3502000,308700000,187400000,18657000,158230000,55700000,31655000,6470000,181800000,0,48530000,0,0,0,0,0,0,0,0,0,29775000,0,579406200,0
2077,10770000,500800000,240400000,44420000,272240000,82820000,64892000,16616000,284700000,0,90207000,0,0,0,0,0,0,0,0,0,40920000,0,828665800,0
2078,15099000,543600000,246100000,61599000,320040000,97650000,82592200,22735000,315700000,0,111336000,0,0,0,0,0,0,0,0,0,45238000,0,855772000,0
2079,16324000,464600000,223500000,67559000,307110000,92470000,82434400,25635400,277500000,0,107521000,0,0,0,0,0,0,0,0,0,33484000,0,725440000,0
2080,13662000,304900000,149800000,51724000,213840000,60470000,61312500,24355100,195600000,0,73608000,0,0,0,0,0,0,0,0,0,21139000,0,453270000,0
2081,4098000,1100000,0,3135000,0,0,1915900,16371400,35000000,0,1682000,0,0,12800000,0,4570000,15700000,0,0,0,10050000,0,0,52810000
2082,0,0,0,0,0,0,0,0,0,16402000,0,9493000,385300000,181400000,44732000,219560000,84820000,58537900,8069200,200100000,0,70192000,0,640510000
2083,0,0,0,0,0,0,0,0,0,24213000,0,11285000,585500000,225000000,52184000,310990000,97030000,72258000,21791000,299500000,0,96272000,0,890110000
2084,0,0,0,0,0,0,0,0,0,16469000,0,10845000,537200000,190600000,49817000,281180000,86020000,68260800,23587200,270000000,0,91349000,0,790716000
2085,0,0,0,0,0,0,0,0,0,9568000,0,9708000,418700000,137000000,42062000,207900000,69030000,55051300,22114500,214900000,0,72518000,0,597077300
2086,0,0,0,0,0,0,0,0,0,2344000,0,8139000,285700000,89100000,33435000,139060000,51220000,41388000,18818000,155300000,0,52830000,0,383555700
2087,0,0,24800000,0,0,0,0,0,0,0,0,5950000,51200000,0,18965000,21210000,13510000,17628000,12957000,32600000,12725000,18302000,10808000,0
2088,1778000,236400000,156000000,11984000,123520000,43940000,22612000,2538000,140000000,0,36247000,0,0,0,0,0,0,0,0,0,26080000,0,465843500,0
2089,9464000,457900000,229500000,39918000,248050000,78490000,58757000,14812000,263500000,0,81922000,0,0,0,0,0,0,0,0,0,37060000,0,769060500,0
2090,14005000,524000000,230400000,57524000,302670000,91930000,77886700,21190000,300700000,0,105169000,0,0,0,0,0,0,0,0,0,43432000,0,820677000,0
2091,15568000,453000000,212800000,64133000,293720000,89370000,78800000,24285500,269200000,0,103275000,0,0,0,0,0,0,0,0,0,33014000,0,703840000,0
2092,13431000,315400000,148600000,51014000,215760000,62280000,60871600,23374100,196000000,0,73668000,0,0,0,0,0,0,0,0,0,20255000,0,468490000,0
2093,5296000,48000000,0,8833000,19780000,0,8936000,16603600,52200000,0,9692000,0,0,4100000,0,0,5220000,0,0,0,9476000,0,8810000,0
2094,0,0,0,0,0,0,0,0,0,13534000,0,8285000,324800000,174700000,40519000,194190000,76970000,52698000,5513400,172700000,0,61527000,0,569380000
2095,0,0,0,0,0,0,0,0,0,24621000,0,11046000,554100000,232600000,50446000,299890000,94930000,69873500,20740600,291800000,0,92925000,0,865870000
2096,0,0,0,0,0,0,0,0,0,17180000,0,10764000,540600000,198200000,49553000,283730000,86720000,68247000,23155200,272800000,0,91480000,0,806433000
2097,0,0,0,0,0,0,0,0,0,11375000,0,9792000,443800000,145200000,43044000,219440000,72060000,57014800,22216000,225400000,0,75451000,0,636383200
2098,0,0,0,0,0,0,0,0,0,4793000,0,8389000,322300000,103000000,35123000,154140000,55760000,44263000,19321000,171700000,0,57116000,0,445439800
2099,0,0,0,0,0,0,0,0,0,0,0,6639000,115900000,9200000,23770000,54290000,25610000,25298000,14588000,69500000,7558000,29553000,0,99720000
2100,0,152000000,126800000,1826000,81150000,27340000,10083000,0,92800000,0,20401000,1482000,0,0,0,0,0,0,2143000,0,23805000,0,344738000,0
2101,7457000,396700000,226100000,31539000,213440000,70830000,48143000,12117000,235400000,0,68888000,0,0,0,0,0,0,0,0,0,33832000,0,705104000,0
2102,12806000,533500000,214300000,51658000,288790000,86740000,72343400,19232000,294600000,0,98995000,0,0,0,0,0,0,0,0,0,42713000,0,824184000,0
2103,15383000,481600000,232000000,63168000,303330000,93080000,80354700,23616100,287600000,0,107277000,0,0,0,0,0,0,0,0,0,38246000,0,762090000,0
2104,14651000,387300000,180500000,59267000,259270000,76720000,71054400,24120400,231900000,0,89631000,0,0,0,0,0,0,0,0,0,25344000,0,588660000,0
2105,10137000,188000000,73400000,32428000,121310000,30660000,37604400,20642900,129000000,0,42506000,0,0,0,0,0,0,0,0,0,15929000,0,245690000,0
2106,0,0,0,0,0,0,0,7195700,0,0,0,2608000,142400000,102900000,22422000,101680000,49750000,28926900,0,61100000,648000,31182000,0,298820000
2107,0,0,0,0,0,0,0,0,0,23006000,0,10655000,477200000,196500000,46349000,256170000,88360000,62593660,16245700,251600000,0,80687000,0,746360000
2108,0,0,0,0,0,0,0,0,0,18724000,0,10634000,531800000,213900000,49247000,288030000,88550000,67968340,22022400,275500000,0,91027000,0,814781000
2109,0,0,0,0,0,0,0,0,0,13061000,0,9932000,462400000,158400000,44369000,238050000,74650000,59841000,22055000,234200000,0,79614000,0,670331000
2110,0,0,0,0,0,0,0,0,0,4857000,0,8652000,332900000,99500000,36188000,162860000,56220000,45766000,19772000,173200000,0,59517000,0,454661000
2111,0,0,0,0,0,0,0,0,0,0,0,6645000,163700000,31100000,24886000,76750000,30670000,28018000,15249000,90600000,4388000,33775000,0,184263000
2112,0,61100000,78700000,0,38490000,12330000,967000,0,38900000,0,7170000,2160000,0,0,4090000,0,0,0,6133000,0,17039000,0,189168000,0
2113,6076000,328500000,195400000,25968000,176340000,62160000,39619000,9573000,197300000,0,56407000,0,0,0,0,0,0,0,0,0,27870000,0,597234000,0
2114,11375000,504100000,196900000,47647000,269120000,81400000,67141200,17551000,275000000,0,91568000,0,0,0,0,0,0,0,0,0,39114000,0,771094000,0
2115,14317000,458200000,213300000,59033000,283630000,87820000,75498900,22108500,272000000,0,100415000,0,0,0,0,0,0,0,0,0,36791000,0,717460000,0
2116,13750000,352400000,178600000,54549000,239850000,71970000,65639400,22479500,218200000,0,82527000,0,0,0,0,0,0,0,0,0,24497000,0,552340000,0
2117,9665000,176400000,84800000,30194000,118280000,31180000,35470500,19340000,126200000,0,40480000,0,0,0,0,0,0,0,0,0,14797000,0,249220000,0
2118,0,0,0,0,0,0,0,7259700,0,0,0,1953000,109700000,95700000,19145000,86140000,41860000,24690000,0,47100000,1314000,25124000,0,254900000
2119,0,0,0,0,0,0,0,0,0,21818000,0,10099000,430600000,214500000,43774000,242410000,83880000,59206720,15385500,240200000,0,75627000,0,716080000
2120,0,0,0,0,0,0,0,0,0,19346000,0,10507000,530700000,217500000,48719000,286940000,88870000,67505480,21632500,276300000,0,90611000,0,818596000
2121,0,0,0,0,0,0,0,0,0,14257000,0,9970000,473500000,169700000,44882000,244360000,76750000,60943800,22045700,241300000,0,81330000,0,698923000
2122,0,0,0,0,0,0,0,0,0,7042000,0,8847000,368900000,110400000,37744000,176960000,60700000,48464000,20187000,188600000,0,63496000,0,511574000
2123,0,0,0,0,0,0,0,0,0,0,0,7202000,218700000,54600000,28484000,102170000,39800000,33740000,16395000,118800000,893000,42134000,0,273769000
2124,0,0,45400000,0,490000,0,0,0,0,0,0,4621000,12500000,0,12859000,0,3660000,10178000,9644000,4900000,13576000,7932000,71000000,0
2125,3230000,241100000,167600000,15340000,129640000,46970000,25898000,5356000,150400000,0,39582000,0,0,0,0,0,0,0,0,0,24632000,0,478407700,0
2126,9476000,456500000,198500000,39318000,237880000,74930000,57022000,14904000,252100000,0,79680000,0,0,0,0,0,0,0,0,0,35114000,0,729668300,0
2127,13290000,478500000,220400000,53929000,279940000,85300000,72617000,20173000,280100000,0,98252000,0,0,0,0,0,0,0,0,0,40400000,0,760416000,0
2128,14459000,415100000,198000000,59112000,268320000,82110000,72654500,22689000,249300000,0,95427000,0,0,0,0,0,0,0,0,0,30637000,0,648800000,0
2129,12545000,291600000,152400000,47275000,203070000,58910000,56674800,21657100,187200000,0,68655000,0,0,0,0,0,0,0,0,0,20200000,0,452170000,0
2130,6011000,75400000,19700000,13024000,41150000,3270000,14264900,16156300,68500000,0,15423000,0,0,0,0,0,0,0,0,0,11866000,0,70290000,0
2131,0,0,0,0,0,0,0,0,0,7037000,0,6530000,233700000,143700000,32847000,149070000,63030000,42187700,1969100,124600000,0,47024000,0,433720000
2132,0,0,0,0,0,0,0,0,0,22709000,0,10075000,475400000,203000000,44381000,257340000,84510000,60909800,18129900,255900000,0,80438000,0,743560000
2133,0,0,0,0,0,0,0,0,0,14744000,0,9928000,472100000,187200000,45115000,255210000,78990000,61655800,21049200,245400000,0,82817000,0,716375000
2134,0,0,0,0,0,0,0,0,0,9062000,0,8985000,388700000,126400000,39054000,197930000,63240000,51503900,20157200,197900000,0,68047000,0,551400000
2135,0,0,0,0,0,0,0,0,0,635000,0,7437000,248000000,57300000,29708000,118260000,41680000,35925000,17078000,128000000,0,45707000,0,311476200
2136,0,0,26500000,0,0,0,0,0,0,0,0,4409000,74900000,0,14435000,24100000,9400000,13640000,10981000,33100000,8096000,13432000,0,26933800
2137,2500000,137400000,123400000,9944000,83720000,33160000,16853000,1253000,92700000,0,26713000,0,0,0,0,0,0,0,0,0,16072000,0,313003000,0
2138,7603000,372300000,182900000,33441000,198450000,67360000,48355000,12471000,214900000,0,66588000,0,0,0,0,0,0,0,0,0,27941000,0,618298000,0
2139,11545000,439500000,184300000,48183000,250060000,76090000,64960500,17989000,248000000,0,86944000,0,0,0,0,0,0,0,0,0,34051000,0,677084000,0
2140,12802000,358000000,180500000,51438000,233630000,72090000,63445600,20241700,219600000,0,82393000,0,0,0,0,0,0,0,0,0,26227000,0,569980000,0
2141,10988000,237500000,146200000,39237000,172210000,49980000,47457600,19031600,164800000,0,56981000,0,0,0,0,0,0,0,0,0,19297000,0,391960000,0
2142,4869000,41200000,32600000,8549000,29870000,2170000,9446900,13708500,60100000,0,11835000,0,0,0,0,0,0,0,0,0,12895000,0,51480000,0
2143,0,0,0,0,0,0,0,0,0,5109000,0,6278000,238200000,124700000,30380000,141530000,56970000,39299500,3601500,120100000,0,43172000,0,415720000
2144,0,0,0,0,0,0,0,0,0,21350000,0,9503000,465700000,178700000,41750000,242420000,79890000,57359500,17431100,243300000,0,76059000,0,708060000
2145,0,0,0,0,0,0,0,0,0,15789000,0,9568000,470800000,182000000,43390000,248570000,77290000,59756100,20270500,242800000,0,80372000,0,713535000
2146,0,0,0,0,0,0,0,0,0,11022000,0,8933000,408700000,141100000,39487000,206420000,66320000,52784500,20024700,208500000,0,70009000,0,594947800
2147,0,0,0,0,0,0,0,0,0,3663000,0,7776000,294100000,78600000,32361000,138820000,49160000,40349000,17689000,151300000,0,52299000,0,390862200
2148,0,0,0,0,0,0,0,0,0,0,0,5791000,130000000,8000000,20882000,55570000,22840000,22555000,12922000,67600000,5404000,26452000,0,126403000
2149,0,57600000,83900000,0,39800000,14580000,3058000,0,44500000,0,9803000,1140000,0,0,1532000,0,0,0,3565000,0,14978000,0,184598000,0
2150,5606000,298300000,165200000,23101000,153730000,55880000,34957000,9181000,177000000,0,50154000,0,0,0,0,0,0,0,0,0,24455000,0,526464000,0
2151,10048000,433600000,179200000,41502000,231860000,71660000,58056000,15732000,239800000,0,80021000,0,0,0,0,0,0,0,0,0,32618000,0,677012000,0
2152,12455000,413200000,197700000,50895000,249840000,77160000,66436400,19346000,247100000,0,88893000,0,0,0,0,0,0,0,0,0,34254000,0,658054000,0
2153,12622000,320200000,188400000,50276000,223120000,68300000,61158700,20308800,209200000,0,78559000,0,0,0,0,0,0,0,0,0,24700000,0,536580000,0
2154,10325000,206500000,132500000,35443000,151480000,43380000,42606000,18574300,150800000,0,49875000,0,0,0,0,0,0,0,0,0,18703000,0,341360000,0
2155,2891000,5600000,0,1015000,0,0,268400,11982500,35400000,0,1814000,0,0,600000,0,1590000,9770000,0,0,0,12323000,0,0,20760000
2156,0,0,0,0,0,0,0,0,0,7340000,0,7288000,260200000,135700000,32155000,152930000,60120000,41752600,6409500,138000000,0,47937000,0,445700000
2157,0,0,0,0,0,0,0,0,0,18976000,0,9005000,432900000,166200000,39755000,227560000,74950000,54316600,17281800,228300000,0,72334000,0,653040000
2158,0,0,0,0,0,0,0,0,0,12140000,0,8812000,403300000,158800000,39241000,216610000,67950000,53155400,18923300,211700000,0,71342000,0,609200000
2159,0,0,0,0,0,0,0,0,0,6811000,0,7906000,325800000,114100000,33898000,169310000,53920000,44386900,17880000,169700000,0,58251000,0,467913000
2160,0,0,0,0,0,0,0,0,0,0,0,6294000,196300000,32400000,24509000,91410000,31180000,28811000,14642000,97700000,1543000,36176000,0,229143400
2161,0,0,55200000,0,1460000,3110000,0,0,0,0,0,2053000,36700000,0,6845000,0,0,4756000,7599000,3300000,8190000,1803000,41397400,0
2162,4018000,159000000,136600000,16112000,98020000,40460000,23606000,4771000,111500000,0,33627000,0,0,0,0,0,0,0,0,0,14529000,0,341980000,0
2163,7681000,294200000,201400000,33532000,183900000,62050000,46917300,12573000,195500000,0,63616000,0,0,0,0,0,0,0,0,0,24362000,0,546319000,0
2164,10223000,371800000,142400000,42282000,208960000,64220000,55498200,16250000,205400000,0,73117000,0,0,0,0,0,0,0,0,0,26337000,0,554200000,0
2165,10639000,266500000,156500000,40905000,184170000,55810000,50133700,17151000,172700000,0,63662000,0,0,0,0,0,0,0,0,0,18934000,0,445750000,0
2166,8390000,173600000,95300000,26701000,120000000,31660000,32358900,15181200,117300000,0,38396000,0,0,0,0,0,0,0,0,0,13233000,0,270770000,0
2167,1603000,0,0,0,0,0,0,8534800,12000000,0,0,0,17200000,8800000,3253000,11070000,14090000,4519100,0,0,6089000,1733000,0,50340000
2168,0,0,0,0,0,0,0,0,0,10577000,0,6867000,263600000,125500000,29290000,144490000,56500000,38507130,8248700,143400000,0,44962000,0,436890000
2169,0,0,0,0,0,0,0,0,0,17621000,0,8500000,421400000,147100000,37278000,214430000,70750000,51195270,16418600,216400000,0,68541000,0,622460000
2170,0,0,0,0,0,0,0,0,0,12284000,0,8442000,391900000,153400000,37420000,207010000,65610000,50984600,17971700,204900000,0,68434000,0,594977000
2171,0,0,0,0,0,0,0,0,0,8147000,0,7745000,333300000,118500000,33622000,168900000,54820000,44184000,17363000,173100000,0,58177000,0,488234100
2172,0,0,0,0,0,0,0,0,0,2303000,0,6557000,241300000,59000000,27034000,112510000,39320000,33261000,14964000,122500000,0,42650000,0,313082900
2173,0,0,15200000,0,0,0,0,0,0,0,0,4424000,103600000,0,15653000,37620000,14340000,16264000,10095000,45000000,5548000,18393000,0,75942000
2174,904000,69200000,98900000,3506000,50380000,20590000,8165000,0,59300000,0,15002000,0,0,0,0,0,0,0,180000,0,12860000,0,207058000,0
2175,5808000,277400000,157500000,24303000,147380000,54340000,35365000,9710000,169000000,0,50004000,0,0,0,0,0,0,0,0,0,21764000,0,488511000,0
2176,9276000,368800000,165100000,38301000,203980000,64030000,52484800,14640000,210400000,0,71831000,0,0,0,0,0,0,0,0,0,27331000,0,587836000,0
2177,10841000,358100000,169400000,44443000,214660000,66330000,57683600,17263000,212900000,0,76478000,0,0,0,0,0,0,0,0,0,27822000,0,568221000,0
2178,10977000,281300000,161700000,42781000,191570000,58190000,52392100,17884100,182300000,0,66535000,0,0,0,0,0,0,0,0,0,21198000,0,468430000,0
2179,9046000,175900000,125500000,30052000,132910000,37250000,36426100,16261300,133400000,0,42659000,0,0,0,0,0,0,0,0,0,16899000,0,306030000,0
2180,2696000,0,28100000,1618000,5290000,0,1310300,10401200,36200000,0,4077000,0,6900000,0,0,0,6030000,0,0,0,11213000,0,2310000,0
2181,0,0,0,0,0,0,0,0,0,4447000,0,6177000,224400000,96800000,26875000,123940000,49900000,34623500,5280300,111300000,0,38495000,0,361730000
2182,0,0,0,0,0,0,0,0,0,16388000,0,7998000,365200000,143900000,34468000,192370000,65450000,46694700,15160500,197000000,0,62051000,0,554190000
2183,0,0,0,0,0,0,0,0,0,10881000,0,7849000,360800000,125900000,34388000,187150000,59990000,46266200,16731800,185700000,0,62162000,0,526637000
2184,0,0,0,0,0,0,0,0,0,5574000,0,6962000,273400000,108100000,29529000,147580000,46640000,38571500,15766000,147600000,0,50506000,0,406244000
2185,0,0,0,0,0,0,0,0,0,0,0,5329000,167800000,42200000,21047000,83720000,26550000,25103000,12812000,86800000,1009000,31389000,0,213136000
2186,0,0,34400000,0,0,3100000,0,0,0,0,0,1327000,33400000,0,5391000,3580000,0,4114000,6606000,5900000,6836000,2149000,17216000,0
2187,3661000,128300000,108300000,14624000,79280000,34820000,20627000,4220000,92100000,0,28437000,0,0,0,0,0,0,0,0,0,12075000,0,271986000,0
2188,6543000,246900000,162900000,28510000,150480000,53360000,39428300,10900000,163800000,0,52787000,0,0,0,0,0,0,0,0,0,19595000,0,450938000,0
2189,8631000,312000000,120800000,35471000,174130000,54190000,46522800,13974000,173000000,0,60673000,0,0,0,0,0,0,0,0,0,21069000,0,466687000,0
2190,9089000,246400000,114500000,34029000,155550000,46320000,42035800,14649700,147200000,0,53149000,0,0,0,0,0,0,0,0,0,16128000,0,381060000,0
2191,7135000,149500000,81500000,21778000,101890000,26460000,26602500,12794100,100100000,0,32222000,0,0,0,0,0,0,0,0,0,11418000,0,234500000,0
2192,1559000,1400000,0,0,0,0,0,7029900,13400000,0,310000,0,0,9100000,2352000,3600000,10160000,3105100,0,0,5104000,0,0,24810000
2193,0,0,0,0,0,0,0,0,0,7785000,0,5634000,205100000,102000000,23786000,112560000,45680000,30945230,6879800,114300000,0,35018000,0,345480000
2194,0,0,0,0,0,0,0,0,0,15455000,0,7417000,347300000,134200000,31718000,179900000,60810000,43363970,14165100,185400000,0,57647000,0,527590000
2195,0,0,0,0,0,0,0,0,0,11666000,0,7561000,358200000,127100000,33203000,182880000,59180000,45174700,15924800,184000000,0,60648000,0,530162000
2196,0,0,0,0,0,0,0,0,0,7838000,0,7048000,304900000,115600000,30772000,157000000,50780000,40706400,15739000,160500000,0,53619000,0,456013000
2197,0,0,0,0,0,0,0,0,0,3142000,0,6079000,228600000,71400000,25647000,112140000,38050000,32060000,13917000,119900000,0,41350000,0,316459000
2198,0,0,0,0,0,0,0,0,0,0,0,4200000,114100000,1100000,15966000,46690000,16480000,17456000,9793000,52800000,3392000,20723000,0,109138000
2199,408000,32100000,75000000,679000,30830000,13960000,3883000,0,36600000,0,8819000,0,0,0,0,0,0,0,1390000,0,9608000,0,136286100,0
2200,4804000,217500000,139400000,19743000,117870000,46090000,28610000,8101000,139600000,0,40407000,0,0,0,0,0,0,0,0,0,17495000,0,402672900,0
2201,7959000,304500000,168400000,33327000,176880000,58340000,45758000,12862000,186400000,0,62800000,0,0,0,0,0,0,0,0,0,23216000,0,522428000,0
2202,9624000,314900000,174400000,39422000,194270000,60110000,51949400,15361000,196900000,0,68962000,0,0,0,0,0,0,0,0,0,25896000,0,532755000,0
2203,10282000,283700000,162000000,40640000,187160000,57340000,50851430,16733400,181600000,0,65132000,0,0,0,0,0,0,0,0,0,21547000,0,475430000,0
2204,9414000,255200000,93800000,33133000,152960000,43060000,40587970,16101100,146200000,0,48883000,0,0,0,0,0,0,0,0,0,17109000,0,362240000,0
