,1-5_a,10-12_a,11-12_a,4-9_a,6-11_a,6-9-2_a,6-9_a,8-10_a,9-11_a,9-10_a,5-6_a,1-5_b,10-12_b,11-12_b,4-9_b,6-11_b,6-9-2_b,6-9_b,8-10_b,9-11_b,9-10_b,5-6_b,sea_a,sea_b
1882,9813000,277000000,96200000,35890000,164000000,47700000,43966960,16201400,153400000,0,54391000,0,0,0,0,0,0,0,0,0,16853000,0,390260000,0
1883,6572000,98500000,75100000,17802000,77690000,18090000,21075040,13205700,83800000,0,25614000,0,0,0,0,0,0,0,0,0,10379000,0,166050000,0
1884,0,0,0,0,0,0,0,2881300,0,0,0,2043000,124400000,34000000,15552000,63890000,31650000,19622230,0,41900000,1421000,18123000,0,192150000
1885,0,0,0,0,0,0,0,0,0,16204000,0,7804000,332600000,149900000,32597000,177270000,63470000,43986470,12590200,184000000,0,55929000,0,535160000
1886,0,0,0,0,0,0,0,0,0,16125000,0,8560000,436000000,142700000,38099000,219280000,70520000,52497400,17290200,218100000,0,70652000,0,633892000
1887,0,0,0,0,0,0,0,0,0,11597000,0,8293000,382700000,148000000,36746000,199200000,63330000,49807100,18041400,199300000,0,66420000,0,579389400
1888,0,0,0,0,0,0,0,0,0,7093000,0,7546000,316200000,107700000,32531000,156530000,52180000,42110000,17001000,164500000,0,55327000,0,455601600
1889,0,0,0,0,0,0,0,0,0,0,0,6203000,204800000,38200000,24898000,92290000,34050000,29635000,13947000,103300000,53000,37509000,0,246133000
1890,0,0,47400000,0,0,0,0,0,0,0,0,3540000,39100000,0,10615000,5730000,2930000,8858000,7605000,7900000,9720000,7638000,34052000,0
1891,3105000,178500000,134900000,12330000,97180000,37790000,20110000,4791000,117700000,0,30539000,0,0,0,0,0,0,0,0,0,18514000,0,368087000,0
1892,7898000,377000000,180700000,33180000,198570000,65810000,47794000,12906000,215200000,0,66952000,0,0,0,0,0,0,0,0,0,28635000,0,622355000,0
1893,11426000,436600000,192100000,46671000,246330000,74650000,63470300,17651000,249600000,0,85975000,0,0,0,0,0,0,0,0,0,34709000,0,689752000,0
1894,13056000,398800000,200800000,53534000,252240000,77980000,67699000,20744900,242700000,0,89079000,0,0,0,0,0,0,0,0,0,30611000,0,641480000,0
1895,12540000,315300000,177600000,48539000,218190000,64780000,59097600,20974900,205100000,0,73020000,0,0,0,0,0,0,0,0,0,24971000,0,513920000,0
1896,8844000,153500000,89500000,27055000,108150000,28150000,31780600,18067400,122200000,0,36670000,0,0,0,0,0,0,0,0,0,18670000,0,234600000,0
1897,0,0,0,0,0,0,0,7176600,0,0,0,1924000,100400000,57900000,16789000,70520000,35540000,21170700,0,26500000,7918000,19872000,0,197060000
1898,0,0,0,0,0,0,0,0,0,15354000,0,8952000,363500000,175000000,38282000,202960000,72770000,51011699,13369100,200600000,0,64533000,0,596120000
1899,0,0,0,0,0,0,0,0,0,17438000,0,9369000,470200000,176700000,42917000,247690000,78580000,58829701,19431200,242900000,0,78825000,0,705891000
1900,0,0,0,0,0,0,0,0,0,12086000,0,9021000,410000000,165000000,40209000,220480000,68350000,54519400,19973600,216500000,0,72651000,0,622506000
1901,0,0,0,0,0,0,0,0,0,5468000,0,8033000,320600000,96500000,33955000,159720000,52550000,43525000,18390900,164300000,0,56810000,0,440510000
1902,0,0,0,0,0,0,0,0,0,0,0,6066000,171800000,15500000,22891000,75050000,27240000,25911000,14246000,84500000,3534000,31637000,0,181423000
1903,0,3700000,76500000,0,22560000,9780000,0,0,20000000,0,5070000,1224000,0,0,3461000,0,0,42000,6033000,0,11450000,0,113275000,0
1904,5063000,236900000,161400000,21270000,133100000,50830000,31409000,7462000,151500000,0,44239000,0,0,0,0,0,0,0,0,0,20103000,0,455238000,0
1905,9280000,368700000,209100000,39821000,220000000,69550000,55643400,14809000,226900000,0,75473000,0,0,0,0,0,0,0,0,0,29843000,0,636130000,0
1906,11783000,362400000,202800000,48442000,234390000,71940000,62499100,18538600,226700000,0,82508000,0,0,0,0,0,0,0,0,0,29109000,0,606707000,0
1907,11760000,335000000,128200000,45415000,204500000,61460000,55449600,19155500,190100000,0,69672000,0,0,0,0,0,0,0,0,0,21262000,0,485460000,0
1908,8668000,146900000,98400000,26668000,110750000,29620000,31584200,16516600,115500000,0,37009000,0,0,0,0,0,0,0,0,0,14310000,0,238140000,0
1909,0,0,0,0,0,0,0,6567300,0,0,0,760000,105200000,35200000,13264000,59050000,29730000,17106200,0,25300000,4520000,15889000,0,178830000
1910,0,0,0,0,0,0,0,0,0,17231000,0,8703000,371000000,166800000,37243000,200210000,71660000,50058300,12872100,200700000,0,62930000,0,599460000
1911,0,0,0,0,0,0,0,0,0,18697000,0,9525000,495700000,168400000,43144000,252600000,79990000,59734500,19186700,248200000,0,80284000,0,728138000
1912,0,0,0,0,0,0,0,0,0,13333000,0,9213000,429700000,171100000,41263000,226690000,71370000,56238300,20078300,224500000,0,75127000,0,655924500
1913,0,0,0,0,0,0,0,0,0,8163000,0,8351000,361500000,113200000,36049000,174520000,58550000,46776000,18867900,183900000,0,61590000,0,510781500
1914,0,0,0,0,0,0,0,0,0,1002000,0,6966000,239300000,54300000,28261000,109070000,40920000,34214000,15754000,123800000,0,43499000,0,299547000
1915,0,0,35400000,0,0,0,0,0,0,0,0,4784000,44900000,0,14561000,13810000,8370000,13097000,9799000,19300000,11077000,12905000,21706000,0
1916,2188000,203200000,150600000,11515000,108560000,40020000,20655000,4039000,129700000,0,32306000,0,0,0,0,0,0,0,0,0,22457000,0,419252000,0
1917,8667000,450600000,187000000,36076000,225910000,72470000,53008000,13942000,244100000,0,74556000,0,0,0,0,0,0,0,0,0,34228000,0,713772000,0
1918,12986000,492700000,224600000,52657000,282390000,85290000,72081500,19712000,285800000,0,97925000,0,0,0,0,0,0,0,0,0,41514000,0,786001000,0
1919,14914000,449400000,220300000,61288000,286560000,88280000,76744590,23281300,271000000,0,101396000,0,0,0,0,0,0,0,0,0,34546000,0,714990000,0
1920,13887000,347600000,189200000,54842000,242360000,71770000,66291210,23443000,224100000,0,81883000,0,0,0,0,0,0,0,0,0,27015000,0,554180000,0
1921,9012000,145700000,76800000,26893000,100830000,22520000,31015100,19648300,119600000,0,34930000,0,0,0,0,0,0,0,0,0,20438000,0,206920000,0
1922,0,0,0,0,0,0,0,5596600,0,0,0,3782000,155900000,100400000,25094000,106760000,52110000,31769300,0,63400000,5072000,32867000,0,307870000
1923,0,0,0,0,0,0,0,0,0,20843000,0,10237000,464800000,193600000,44785000,248800000,85750000,60557310,16565400,246200000,0,78352000,0,726910000
1924,0,0,0,0,0,0,0,0,0,17888000,0,10325000,521500000,204300000,48019000,279780000,86260000,66068190,21778300,268800000,0,88573000,0,792663000
1925,0,0,0,0,0,0,0,0,0,13088000,0,9730000,451700000,163200000,43516000,235350000,73480000,58842600,21789300,232100000,0,78263000,0,664140000
1926,0,0,0,0,0,0,0,0,0,4571000,0,8530000,334000000,90800000,35735000,161130000,55170000,45218000,19608200,170200000,0,58837000,0,446152000
1927,0,0,0,0,0,0,0,0,0,0,0,6433000,157000000,21700000,23825000,71110000,28100000,26463000,14931000,84200000,4963000,31680000,0,167791000
1928,0,51900000,79000000,0,37490000,13210000,1846000,0,36900000,0,8434000,1514000,0,0,2876000,0,0,0,5796000,0,15512000,0,176501000,0
1929,5962000,329400000,174100000,25501000,169210000,60450000,38537000,9275000,190000000,0,54485000,0,0,0,0,0,0,0,0,0,26270000,0,574369000,0
1930,11096000,495100000,195000000,46995000,265120000,80440000,66193600,17284000,270800000,0,89928000,0,0,0,0,0,0,0,0,0,38437000,0,758126000,0
1931,14125000,452500000,207600000,58237000,279280000,86350000,74376600,21870500,267400000,0,98567000,0,0,0,0,0,0,0,0,0,35938000,0,705140000,0
1932,13506000,338600000,178700000,53044000,233440000,70240000,63887000,22143100,213900000,0,79943000,0,0,0,0,0,0,0,0,0,24510000,0,537260000,0
1933,9246000,167600000,74700000,27960000,109100000,28210000,32810400,18789600,122300000,0,37412000,0,0,0,0,0,0,0,0,0,17396000,0,228920000,0
1934,0,0,0,0,0,0,0,6221500,0,0,0,2448000,112800000,107900000,20782000,92010000,43750000,26587400,0,50400000,4381000,27055000,0,270970000
1935,0,0,0,0,0,0,0,0,0,21667000,0,10040000,445600000,208800000,43668000,244670000,84080000,59306420,15795700,243300000,0,76087000,0,726510000
1936,0,0,0,0,0,0,0,0,0,20040000,0,10517000,545900000,215700000,48905000,290450000,89600000,68028280,21797400,280600000,0,91342000,0,834691000
1937,0,0,0,0,0,0,0,0,0,15409000,0,10083000,494900000,176100000,45697000,252100000,79340000,62426500,22382200,250500000,0,83395000,0,731219350
1938,0,0,0,0,0,0,0,0,0,7467000,0,9059000,379700000,115900000,39008000,182610000,63360000,50237000,20670400,195300000,0,66124000,0,528405650
1939,0,0,0,0,0,0,0,0,0,0,0,7392000,206700000,54000000,28939000,98130000,39240000,33823000,16625000,116000000,1555000,42012000,0,258133000
1940,0,4500000,50100000,0,6190000,0,0,0,2600000,0,0,4789000,0,0,12625000,0,1750000,9416000,9462000,0,14917000,6157000,98515000,0
1941,3263000,285400000,173700000,16536000,143960000,51000000,28321000,6096000,168000000,0,43096000,0,0,0,0,0,0,0,0,0,27436000,0,538055000,0
1942,10311000,523500000,210600000,42866000,266790000,81580000,62927000,16221000,281700000,0,87823000,0,0,0,0,0,0,0,0,0,40700000,0,819903000,0
1943,14904000,535200000,257100000,60634000,318930000,96620000,81909300,22453000,316500000,0,110582000,0,0,0,0,0,0,0,0,0,46395000,0,861946000,0
1944,16409000,457900000,247200000,67924000,310900000,94250000,83273300,25682200,284300000,0,108980000,0,0,0,0,0,0,0,0,0,34490000,0,746600000,0
1945,14365000,335100000,180400000,55762000,237840000,68780000,66836100,25203600,220100000,0,80843000,0,0,0,0,0,0,0,0,0,26353000,0,522210000,0
1946,6498000,103800000,1600000,14452000,45150000,560000,15773300,19104500,83700000,0,17188000,0,0,0,0,0,0,0,0,0,20282000,0,75030000,0
1947,0,0,0,0,0,0,0,0,0,5171000,0,7557000,262100000,177300000,38578000,173420000,73980000,49436300,1455100,140300000,0,55494000,0,506600000
1948,0,0,0,0,0,0,0,0,0,25476000,0,11166000,586600000,206600000,51059000,301330000,97040000,70355490,20676500,295100000,0,92817000,0,872480000
1949,0,0,0,0,0,0,0,0,0,17734000,0,11057000,562600000,214800000,51751000,300070000,90900000,71257310,23966900,286000000,0,95657000,0,846861000
1950,0,0,0,0,0,0,0,0,0,12938000,0,10170000,473500000,153700000,45189000,237760000,76280000,60612900,23204800,239500000,0,80382000,0,674146200
1951,0,0,0,0,0,0,0,0,0,2071000,0,8730000,300000000,92000000,35963000,148040000,54120000,44400000,20133000,162600000,0,57255000,0,404094800
1952,0,0,0,0,0,0,0,0,0,0,0,6310000,95400000,5100000,21444000,44640000,20230000,21797000,14380000,58600000,9013000,23961000,0,75225000
1953,43000,158600000,118900000,4561000,84510000,29870000,12531000,0,92400000,0,23243000,0,0,0,0,0,0,0,1889000,0,21573000,0,342715000,0
1954,8119000,455900000,195000000,35029000,227890000,74840000,52552000,12911000,247100000,0,73588000,0,0,0,0,0,0,0,0,0,34664000,0,731515000,0
1955,13422000,513000000,250300000,55756000,302930000,91110000,76986600,20394000,302500000,0,104075000,0,0,0,0,0,0,0,0,0,44088000,0,833847000,0
1956,15659000,419900000,264400000,64562000,298550000,91690000,79982900,24216200,277000000,0,105296000,0,0,0,0,0,0,0,0,0,35187000,0,726550000,0
1957,13964000,312300000,197200000,54158000,234630000,68420000,65044100,23793400,212800000,0,79538000,0,0,0,0,0,0,0,0,0,23370000,0,520440000,0
1958,7310000,102600000,34000000,18087000,60460000,8990000,20319400,18571900,90000000,0,22506000,0,0,0,0,0,0,0,0,0,16717000,0,108880000,0
1959,0,0,0,0,0,0,0,0,0,4782000,0,6504000,233600000,172400000,35191000,160410000,67960000,45171900,507100,127200000,0,50006000,0,472020000
1960,0,0,0,0,0,0,0,0,0,25739000,0,11074000,559500000,227200000,50165000,296590000,95810000,69316400,19928300,291800000,0,91396000,0,868310000
1961,0,0,0,0,0,0,0,0,0,19455000,0,11124000,576400000,225400000,52093000,306990000,93110000,72414900,23761800,293700000,0,97237000,0,877346000
1962,0,0,0,0,0,0,0,0,0,13832000,0,10341000,490800000,159200000,46314000,243890000,79060000,62229800,23418300,247100000,0,82853000,0,702965000
1963,0,0,0,0,0,0,0,0,0,5473000,0,8955000,346900000,112400000,37715000,166110000,59900000,47600000,20565000,184300000,0,61772000,0,485886000
1964,0,0,0,0,0,0,0,0,0,0,0,7184000,169800000,40200000,27266000,81980000,34890000,31009000,16145000,100300000,3643000,37501000,0,194017000
1965,0,99400000,101800000,0,52120000,14420000,513000,0,57300000,0,7925000,3856000,0,0,6214000,0,0,0,6396000,0,22376000,0,265762000,0
1966,5993000,393500000,226000000,27205000,205150000,68490000,43460000,10508000,229900000,0,63503000,0,0,0,0,0,0,0,0,0,34769000,0,709129000,0
1967,12776000,571300000,236200000,51823000,305410000,90880000,74453000,19312000,314600000,0,102522000,0,0,0,0,0,0,0,0,0,46094000,0,897133000,0
1968,16551000,539300000,269800000,67841000,338710000,103050000,88194800,24998600,323800000,0,118243000,0,0,0,0,0,0,0,0,0,45036000,0,868580000,0
1969,16658000,445600000,234700000,69347000,308320000,92010000,83537300,26917600,275300000,0,106811000,0,0,0,0,0,0,0,0,0,31607000,0,711610000,0
1970,12927000,243900000,147900000,46697000,183520000,50540000,54957900,24748100,183100000,0,64234000,0,0,0,0,0,0,0,0,0,24915000,0,381320000,0
1971,553000,0,0,0,0,0,0,13948500,0,0,0,0,91000000,49300000,12042000,61260000,37770000,16351000,0,6700000,11505000,17366000,0,192300000
1972,0,0,0,0,0,0,0,0,0,20750000,0,11117000,490400000,194000000,49985000,262570000,94690000,66528600,13719000,247900000,0,83292000,0,765020000
1973,0,0,0,0,0,0,0,0,0,22775000,0,11523000,621400000,225600000,54608000,326480000,99640000,75677000,23632600,310700000,0,101020000,0,928260000
1974,0,0,0,0,0,0,0,0,0,16382000,0,10984000,535800000,190000000,50336000,279700000,86260000,68704400,24440800,271400000,0,91786000,0,786077000
1975,0,0,0,0,0,0,0,0,0,8409000,0,9715000,412100000,135400000,41710000,201510000,68330000,54130000,22384400,212800000,0,70977000,0,589482000
1976,0,0,0,0,0,0,0,0,0,1615000,0,8103000,266700000,88800000,33217000,133530000,50290000,40833000,18915000,150800000,0,51913000,0,355405000
1977,0,3300000,53600000,0,6310000,0,0,0,0,0,0,5664000,0,0,15849000,0,4070000,12200000,11939000,2700000,17264000,9963000,104928000,0
1978,3416000,299200000,181600000,18120000,154890000,54740000,30869000,5461000,175100000,0,47265000,0,0,0,0,0,0,0,0,0,29072000,0,562163400,0
1979,10728000,489800000,249500000,44881000,272810000,83550000,65433000,16525000,284500000,0,90519000,0,0,0,0,0,0,0,0,0,40516000,0,825882600,0
1980,15090000,541600000,241600000,62182000,320060000,97660000,82799700,22796400,313000000,0,111333000,0,0,0,0,0,0,0,0,0,44580000,0,846580000,0
1981,16157000,453700000,223400000,66857000,303160000,91250000,81458100,25497300,273000000,0,105470000,0,0,0,0,0,0,0,0,0,32454000,0,712250000,0
1982,13212000,283800000,138800000,48898000,199780000,55870000,57793200,23941100,184800000,0,68844000,0,0,0,0,0,0,0,0,0,20023000,0,417020000,0
1983,2513000,0,0,0,0,0,0,14707000,10200000,0,0,0,39200000,35400000,3816000,31370000,25370000,6407500,0,0,7028000,6820000,0,121470000
1984,0,0,0,0,0,0,0,0,0,19724000,0,10285000,427700000,203600000,47118000,241800000,89280000,62364900,11148800,226600000,0,76680000,0,711000000
1985,0,0,0,0,0,0,0,0,0,23884000,0,11484000,605500000,236900000,53771000,323250000,99470000,74837700,22773400,309200000,0,99925000,0,925640000
1986,0,0,0,0,0,0,0,0,0,17428000,0,11011000,550000000,193800000,50555000,284610000,87650000,69381900,24125600,276000000,0,92810000,0,810410000
1987,0,0,0,0,0,0,0,0,0,10576000,0,9867000,444700000,148000000,43048000,215570000,72490000,56619000,22589000,227100000,0,74661000,0,643307000
1988,0,0,0,0,0,0,0,0,0,4973000,0,8438000,317000000,102900000,35570000,153500000,56770000,44893000,19597000,173000000,0,57888000,0,430016000
1989,0,0,32100000,0,0,0,0,0,0,0,0,6609000,46000000,0,21149000,18520000,14530000,19605000,13785000,32000000,13953000,20045000,27979000,0
1990,246000,242300000,167600000,9496000,123310000,43110000,20687000,1937000,144900000,0,35271000,0,0,0,0,0,0,0,0,0,28959000,0,491588000,0
1991,9289000,483800000,247000000,39033000,258180000,80160000,58959000,14762000,276300000,0,83177000,0,0,0,0,0,0,0,0,0,40578000,0,824742000,0
1992,14813000,588200000,250700000,59942000,330180000,99490000,83247700,22107000,332600000,0,112910000,0,0,0,0,0,0,0,0,0,48977000,0,919764000,0
1993,17393000,524100000,255000000,72292000,339970000,102810000,89932700,26774000,312500000,0,118876000,0,0,0,0,0,0,0,0,0,40067000,0,828160000,0
1994,15807000,391600000,193900000,63921000,274240000,79630000,76226400,26948400,243000000,0,94197000,0,0,0,0,0,0,0,0,0,26792000,0,595850000,0
1995,8520000,108400000,52100000,23592000,73950000,12020000,26239200,21395100,102700000,0,28377000,0,0,0,0,0,0,0,0,0,17465000,0,128920000,0
1996,0,0,0,0,0,0,0,752700,0,7643000,0,7028000,302600000,148500000,39473000,180490000,77060000,50734100,0,141700000,0,57570000,0,524820000
1997,0,0,0,0,0,0,0,0,0,27323000,0,11949000,616800000,216300000,54452000,318830000,102520000,74767107,21047000,308200000,0,98716000,0,919250000
1998,0,0,0,0,0,0,0,0,0,19176000,0,11521000,591600000,225000000,54204000,316350000,95240000,74860993,24787300,299700000,0,100242000,0,890139000
1999,0,0,0,0,0,0,0,0,0,13094000,0,10532000,485900000,161600000,46720000,243690000,78760000,62460800,23913900,246300000,0,82775000,0,701317700
2000,0,0,0,0,0,0,0,0,0,7454000,0,9092000,378100000,130900000,38796000,184030000,64470000,50091000,21215000,201100000,0,65103000,0,536517300
2001,0,0,0,0,0,0,0,0,0,0,0,7462000,140000000,16400000,27789000,67210000,31530000,30263000,16781000,85300000,7441000,36375000,0,129460000
2002,0,149700000,129900000,0,80500000,26650000,8469000,0,90000000,0,19590000,2403000,0,0,320000,0,0,0,4222000,0,25596000,0,349364000,0
2003,7429000,428800000,224100000,32197000,223520000,73500000,49693000,11963000,244500000,0,71110000,0,0,0,0,0,0,0,0,0,35805000,0,743699000,0
2004,13442000,567900000,243800000,55014000,313380000,93650000,77735000,20143000,318700000,0,105891000,0,0,0,0,0,0,0,0,0,46785000,0,895111000,0
2005,16759000,516400000,261900000,69412000,333590000,102160000,88016180,25576600,312200000,0,117072000,0,0,0,0,0,0,0,0,0,41087000,0,830650000,0
2006,15894000,415000000,197900000,65013000,284630000,83440000,77859820,26371100,251100000,0,97624000,0,0,0,0,0,0,0,0,0,28353000,0,630200000,0
2007,10093000,160900000,73700000,31493000,110190000,25330000,35946000,22008000,124100000,0,40297000,0,0,0,0,0,0,0,0,0,16454000,0,210510000,0
2008,0,0,0,0,0,0,0,4929600,0,3815000,0,4739000,222900000,130200000,31637000,143060000,65170000,40514800,0,101200000,0,44999000,0,421600000
2009,0,0,0,0,0,0,0,0,0,27033000,0,11803000,574600000,230400000,53029000,306310000,100790000,72588100,19454500,297300000,0,94928000,0,891400000
2010,0,0,0,0,0,0,0,0,0,20292000,0,11611000,605900000,229900000,54766000,323440000,97470000,75973700,24526100,305900000,0,101768000,0,913224000
2011,0,0,0,0,0,0,0,0,0,14552000,0,10703000,505700000,169700000,47957000,254670000,81500000,64545400,24105700,255300000,0,85822000,0,733177200
2012,0,0,0,0,0,0,0,0,0,9071000,0,9332000,408600000,141400000,40149000,196070000,67870000,52309000,21658000,213600000,0,68288000,0,588555800
2013,0,0,0,0,0,0,0,0,0,0,0,7858000,197400000,45800000,31104000,96300000,41250000,36142000,17922000,116400000,2947000,45093000,0,225889000
2014,0,96100000,104300000,0,51730000,14130000,0,0,55600000,0,7572000,4590000,0,0,8053000,0,0,829000,7862000,0,24059000,0,263615000,0
2015,5482000,383300000,211000000,25501000,195390000,66090000,41072000,9533000,219800000,0,60750000,0,0,0,0,0,0,0,0,0,33909000,0,686332000,0
2016,12379000,553300000,253700000,50587000,302760000,90070000,73173000,18782000,312600000,0,100741000,0,0,0,0,0,0,0,0,0,45740000,0,900099000,0
2017,16557000,562000000,266500000,68140000,343990000,105300000,89373600,24993400,331600000,0,119795000,0,0,0,0,0,0,0,0,0,46467000,0,890480000,0
2018,17087000,472100000,229300000,71266000,319400000,94960000,86046600,27365700,283700000,0,110309000,0,0,0,0,0,0,0,0,0,33747000,0,732940000,0
2019,13143000,260600000,131600000,47756000,186410000,50750000,55906800,25018700,179100000,0,65620000,0,0,0,0,0,0,0,0,0,20878000,0,379880000,0
2020,330000,0,0,0,0,0,0,13715900,0,0,0,0,100800000,62600000,13376000,69640000,40600000,18110000,0,19500000,5788000,19922000,0,219480000
2021,0,0,0,0,0,0,0,0,0,23310000,0,11477000,508900000,208000000,51704000,275140000,97780000,69051700,14629300,260700000,0,87074000,0,801670000
2022,0,0,0,0,0,0,0,0,0,22823000,0,11774000,626800000,240800000,55906000,335190000,101730000,77678100,24090500,317300000,0,103701000,0,950940000
2023,0,0,0,0,0,0,0,0,0,16814000,0,11129000,544300000,188000000,50882000,280970000,87160000,69336200,24734600,273800000,0,92552000,0,794682000
2024,0,0,0,0,0,0,0,0,0,9904000,0,9828000,435900000,150400000,42522000,211600000,71590000,55710000,22692300,225200000,0,73092000,0,634524000
2025,0,0,0,0,0,0,0,0,0,1973000,0,8372000,277900000,84700000,34776000,137260000,52760000,42900000,19501000,156100000,0,54952000,0,359782000
2026,0,14200000,66100000,0,13020000,0,0,0,5100000,0,0,5994000,0,0,16192000,0,2080000,11811000,12068000,0,19098000,8199000,131399000,0
2027,2952000,304800000,187100000,17393000,155820000,54790000,30376000,5432000,178500000,0,47352000,0,0,0,0,0,0,0,0,0,30352000,0,578060690,0
2028,10788000,511100000,252400000,44973000,280180000,84840000,66244000,16669000,292400000,0,91941000,0,0,0,0,0,0,0,0,0,42391000,0,855311310,0
2029,15539000,575900000,246900000,63732000,333180000,101710000,85693400,23353000,328400000,0,115370000,0,0,0,0,0,0,0,0,0,47145000,0,891647000,0
2030,16976000,479300000,239800000,70665000,321880000,96950000,86230300,26632200,289900000,0,112205000,0,0,0,0,0,0,0,0,0,35357000,0,757380000,0
2031,14176000,316800000,151100000,54022000,221930000,62570000,63870300,25380300,202800000,0,76688000,0,0,0,0,0,0,0,0,0,22884000,0,464390000,0
2032,3701000,0,0,924000,0,0,0,16723100,28100000,0,0,0,9500000,26200000,0,14710000,20220000,816000,0,0,9688000,1213000,0,81630000
2033,0,0,0,0,0,0,0,0,0,18366000,0,10212000,418300000,201800000,47909000,239780000,90600000,62969800,9384800,219200000,0,76468000,0,700530000
2034,0,0,0,0,0,0,0,0,0,24835000,0,11742000,622500000,238900000,55051000,330910000,101990000,76501600,22983600,316100000,0,101953000,0,946640000
2035,0,0,0,0,0,0,0,0,0,17746000,0,11249000,565200000,197200000,51955000,293640000,89880000,71293600,24629800,282700000,0,95394000,0,829333000
2036,0,0,0,0,0,0,0,0,0,10692000,0,10059000,449400000,153000000,43878000,220610000,73710000,57788000,23048400,230600000,0,76169000,0,653410000
2037,0,0,0,0,0,0,0,0,0,4996000,0,8602000,324300000,106300000,36291000,158410000,58160000,45916000,20052000,177000000,0,59243000,0,440562000
2038,0,0,31800000,0,0,0,0,0,0,0,0,6692000,47300000,0,21486000,19150000,14760000,19888000,14180000,33000000,14314000,20442000,26380000,0
2039,518000,241900000,167800000,10015000,124800000,43830000,21274000,1759000,144600000,0,36044000,0,0,0,0,0,0,0,0,0,28725000,0,490866000,0
2040,9440000,484500000,244300000,39773000,259540000,80670000,59728000,14854000,276200000,0,83939000,0,0,0,0,0,0,0,0,0,40121000,0,820679000,0
2041,14773000,581300000,246200000,60178000,327530000,99100000,83061300,22114000,328300000,0,112409000,0,0,0,0,0,0,0,0,0,48033000,0,905620000,0
2042,17128000,504700000,251600000,71241000,331900000,100620000,88142300,26458300,304200000,0,116191000,0,0,0,0,0,0,0,0,0,38599000,0,801400000,0
2043,15300000,371000000,179800000,60902000,259200000,74860000,72535400,26266700,230300000,0,89054000,0,0,0,0,0,0,0,0,0,25221000,0,558180000,0
2044,7268000,75900000,31800000,17488000,49710000,3450000,18983000,19973900,81100000,0,20267000,0,0,0,0,0,0,0,0,0,14084000,0,72210000,0
2045,0,0,0,0,0,0,0,0,0,11417000,0,7972000,331800000,165500000,42098000,196330000,80880000,54334300,2272400,164400000,0,62709000,0,572810000
2046,0,0,0,0,0,0,0,0,0,26851000,0,11842000,609900000,235000000,54406000,323000000,102260000,75143800,21571400,311600000,0,99536000,0,931260000
2047,0,0,0,0,0,0,0,0,0,18817000,0,11446000,589100000,212000000,53544000,309900000,93740000,73884900,24688700,294800000,0,98964000,0,873212000
2048,0,0,0,0,0,0,0,0,0,12524000,0,10386000,474700000,160800000,45879000,236790000,77360000,61075000,23637400,242000000,0,80850000,0,689778400
2049,0,0,0,0,0,0,0,0,0,7358000,0,8960000,371200000,127300000,38265000,179870000,63610000,49343000,20905000,197900000,0,64083000,0,522914600
2050,0,0,0,0,0,0,0,0,0,0,0,7330000,122400000,6600000,26736000,57470000,28520000,28464000,16273000,75700000,8552000,33582000,0,99495000
2051,0,164100000,136700000,1022000,86740000,29160000,10188000,0,99200000,0,22036000,2144000,0,0,0,0,0,0,3150000,0,26339000,0,372508000,0
2052,7610000,438000000,223700000,32745000,227180000,73900000,50512000,12316000,248000000,0,72303000,0,0,0,0,0,0,0,0,0,36417000,0,752687000,0
2053,13532000,563300000,245200000,54950000,311930000,93330000,77529600,20229000,317900000,0,105741000,0,0,0,0,0,0,0,0,0,46795000,0,891815000,0
2054,16710000,517300000,258000000,69055000,331820000,101680000,87616200,25505400,311300000,0,116673000,0,0,0,0,0,0,0,0,0,41096000,0,828120000,0
2055,15896000,416700000,199600000,65115000,285550000,83780000,78016100,26319800,252500000,0,98027000,0,0,0,0,0,0,0,0,0,28836000,0,634580000,0
2056,10333000,167800000,78200000,32714000,115790000,27170000,37426100,22150100,127600000,0,42062000,0,0,0,0,0,0,0,0,0,16583000,0,223100000,0
2057,0,0,0,0,0,0,0,5748900,0,2765000,0,4306000,209700000,123400000,30078000,135950000,62990000,38508700,0,93100000,0,42691000,0,399070000
2058,0,0,0,0,0,0,0,0,0,26110000,0,11662000,557300000,224100000,52159000,297970000,99030000,71128600,18878200,289100000,0,92804000,0,864860000
2059,0,0,0,0,0,0,0,0,0,19844000,0,11447000,593200000,226700000,53903000,317570000,95910000,74645900,24118000,300300000,0,99923000,0,895710000
2060,0,0,0,0,0,0,0,0,0,14203000,0,10578000,496700000,166800000,47371000,251870000,80130000,63762800,23774000,251100000,0,84755000,0,718190000
2061,0,0,0,0,0,0,0,0,0,7535000,0,9200000,385600000,130300000,39205000,186420000,64740000,50577000,21279000,202100000,0,65886000,0,549651000
2062,0,0,0,0,0,0,0,0,0,0,0,7614000,189000000,42600000,29740000,92360000,39020000,34299000,17361000,110200000,3566000,42531000,0,214353000
2063,0,96200000,106000000,0,54510000,15720000,1032000,0,57700000,0,9068000,3819000,0,0,6108000,0,0,0,7096000,0,23206000,0,263933000,0
2064,6140000,378500000,212500000,27258000,197710000,67320000,42847000,10091000,220300000,0,62447000,0,0,0,0,0,0,0,0,0,32811000,0,677669000,0
2065,12390000,544400000,234100000,50743000,295440000,88440000,72469400,18719000,303400000,0,99380000,0,0,0,0,0,0,0,0,0,44110000,0,864002000,0
