date and time,S1,S2,S3,S4,S5
2016-01-14 00:00:00,10.3675,11.6367,11.8652,11.7746,11.6921
2016-01-14 01:00:00,10.3675,11.48065,11.86525,11.772749999999998,11.67305
2016-01-14 02:00:00,10.3675,11.3246,11.8653,11.7709,11.654
2016-01-14 03:00:00,10.4775,11.4927,11.8442,11.70775,11.66825
2016-01-14 04:00:00,10.5875,11.6608,11.8231,11.6446,11.6825
2016-01-14 05:00:00,10.72775,11.764199999999999,11.73885,11.66075,11.69215
2016-01-14 06:00:00,10.868,11.8676,11.6546,11.6769,11.7018
2016-01-14 07:00:00,10.8786,11.82795,11.700600000000001,11.674299999999999,11.7027
2016-01-14 08:00:00,10.8892,11.7883,11.7466,11.6717,11.7036
2016-01-14 09:00:00,10.752600000000001,11.6552,11.75975,11.66385,11.68195
2016-01-14 10:00:00,10.616,11.5221,11.7729,11.656,11.6603
2016-01-14 11:00:00,10.51715,11.5013,11.7664,11.6769,11.6639
2016-01-14 12:00:00,10.4183,11.4805,11.7599,11.6978,11.6675
2016-01-14 13:00:00,10.3538,11.468599999999999,11.763,11.7195,11.72305
2016-01-14 14:00:00,10.2893,11.4567,11.7661,11.7412,11.7786
2016-01-14 15:00:00,10.3918,11.4901,11.7452,11.7036,11.79765
2016-01-14 16:00:00,10.4943,11.5235,11.7243,11.666,11.8167
2016-01-14 17:00:00,10.624500000000001,11.639050000000001,11.705449999999999,11.7378,11.8259
2016-01-14 18:00:00,10.7547,11.7546,11.6866,11.8096,11.8351
2016-01-14 19:00:00,10.77585,11.7347,11.689350000000001,11.80345,11.840250000000001
2016-01-14 20:00:00,10.797,11.7148,11.6921,11.7973,11.8454
2016-01-14 21:00:00,10.66055,11.583549999999999,11.6846,11.74395,11.845099999999999
2016-01-14 22:00:00,10.5241,11.4523,11.6771,11.6906,11.8448
2016-01-14 23:00:00,10.45875,11.42765,11.669,11.693249999999999,11.77855
2016-01-15 00:00:00,10.3934,11.403,11.6609,11.6959,11.7123
2016-01-15 01:00:00,10.3302,11.4175,11.668849999999999,11.70195,11.7911
2016-01-15 02:00:00,10.267,11.432,11.6768,11.708,11.8699
2016-01-15 03:00:00,10.2617,11.401150000000001,11.66225,11.699,11.90635
2016-01-15 04:00:00,10.2564,11.3703,11.6477,11.69,11.9428
2016-01-15 05:00:00,10.449549999999999,11.507349999999999,11.6693,11.802399999999999,11.953700000000001
2016-01-15 06:00:00,10.6427,11.6444,11.6909,11.9148,11.9646
2016-01-15 07:00:00,10.706,11.651299999999999,11.69715,11.9217,11.966550000000002
2016-01-15 08:00:00,10.7693,11.6582,11.7034,11.9286,11.9685
2016-01-15 09:00:00,10.66915,11.542200000000001,11.6622,11.854099999999999,11.93585
2016-01-15 10:00:00,10.569,11.4262,11.621,11.7796,11.9032
2016-01-15 11:00:00,10.50365,11.36635,11.60655,11.7522,11.87085
2016-01-15 12:00:00,10.4383,11.3065,11.5921,11.7248,11.8385
2016-01-15 13:00:00,10.3581,11.334900000000001,11.59915,11.724,11.8888
